timestamp,time_elapsed,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,cmd_vel_x,cmd_vel_y,cmd_vel_z,cmd_vel_unfiltered_x,cmd_vel_unfiltered_y,cmd_vel_unfiltered_z,des_vel_x,des_vel_y,des_vel_z,obs_main_valid,obs_main_x,obs_main_y,obs_main_z,obs_main_vx,obs_main_vy,obs_main_vz,obs_0_valid,obs_0_x,obs_0_y,obs_0_z,obs_0_vx,obs_0_vy,obs_0_vz,obs_1_valid,obs_1_x,obs_1_y,obs_1_z,obs_1_vx,obs_1_vy,obs_1_vz,obs_2_valid,obs_2_x,obs_2_y,obs_2_z,obs_2_vx,obs_2_vy,obs_2_vz,obs_3_valid,obs_3_x,obs_3_y,obs_3_z,obs_3_vx,obs_3_vy,obs_3_vz,obs_4_valid,obs_4_x,obs_4_y,obs_4_z,obs_4_vx,obs_4_vy,obs_4_vz,obs_5_valid,obs_5_x,obs_5_y,obs_5_z,obs_5_vx,obs_5_vy,obs_5_vz,obs_6_valid,obs_6_x,obs_6_y,obs_6_z,obs_6_vx,obs_6_vy,obs_6_vz,obs_7_valid,obs_7_x,obs_7_y,obs_7_z,obs_7_vx,obs_7_vy,obs_7_vz,obs_8_valid,obs_8_x,obs_8_y,obs_8_z,obs_8_vx,obs_8_vy,obs_8_vz,obs_9_valid,obs_9_x,obs_9_y,obs_9_z,obs_9_vx,obs_9_vy,obs_9_vz
1771516834.9393704,3.7358055114746094,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,-7.611599999999996,-3.618399999999994,-0.31640000000000085,1.7100000000001003,1.040000000000152,0.08999999999997899,1,-0.21480000000000032,-8.812000000000017,3.859999999999999,0.6299999999999918,1.6999999999995907,-0.7500000000000284,1,-4.2012000000000125,-13.612000000000016,-3.1740000000000017,0.9699999999996933,1.6999999999995907,0.39999999999995595,1,-5.073599999999993,9.84919999999998,0.9035999999999981,0.9100000000001884,-1.7700000000004934,-0.160000000000049,1,7.637199999999999,8.142400000000025,4.692400000000014,-0.0700000000000145,-1.1899999999993582,-0.6899999999996353,1,3.9592000000000054,-2.204399999999992,2.3127999999999993,-1.7700000000000493,0.640000000000196,-0.6800000000000139,1,3.434399999999998,12.461199999999975,3.7792000000000057,-0.8900000000000574,-1.72000000000061,-0.5199999999998539,1,8.05519999999999,3.8019999999999943,-0.5755999999999978,-1.8700000000002603,-0.700000000000145,0.1100000000000545,1,-9.913999999999989,-13.383999999999988,-2.5892000000000004,1.40000000000029,1.40000000000029,0.26999999999999247
1771516835.0394459,3.835880994796753,-9.995817000000041,0.004183000000000002,0.004183000000000002,0.08899999999911756,0.08899999999999991,0.08899999999999991,0.089,0.089,0.089,1.173649787902832,0.3676043748855591,0.8145030736923218,4.99999999969677,-3.8937803225781206e-05,-3.8937803225781206e-05,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,-7.440599999999986,-3.514399999999979,-0.30740000000000295,1.7100000000001003,1.040000000000152,0.08999999999997899,1,-0.15180000000000116,-8.642000000000058,3.784999999999996,0.6299999999999918,1.6999999999995907,-0.7500000000000284,1,-4.104200000000043,-13.442000000000057,-3.134000000000006,0.9699999999996933,1.6999999999995907,0.39999999999995595,1,-4.982599999999974,9.67219999999993,0.8875999999999932,0.9100000000001884,-1.7700000000004934,-0.160000000000049,1,7.630199999999998,8.02340000000009,4.623400000000051,-0.0700000000000145,-1.1899999999993582,-0.6899999999996353,1,3.7822000000000005,-2.1403999999999725,2.244799999999998,-1.7700000000000493,0.640000000000196,-0.6800000000000139,1,3.345399999999992,12.289199999999914,3.7272000000000203,-0.8900000000000574,-1.72000000000061,-0.5199999999998539,1,7.868199999999964,3.7319999999999798,-0.5645999999999923,-1.8700000000002603,-0.700000000000145,0.1100000000000545,1,-9.77399999999996,-13.243999999999959,-2.562200000000001,1.40000000000029,1.40000000000029,0.26999999999999247
1771516835.139632,3.9360671043395996,-9.982115000000068,0.017884999999999977,0.017884999999999977,0.1870000000003813,0.18699999999999964,0.18699999999999964,0.187,0.187,0.187,1.343873143196106,0.44698911905288696,0.8710217475891113,4.999999170611915,-0.002036403712841212,-0.002036403712841212,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,-7.269599999999976,-3.4103999999999637,-0.29840000000000505,1.7100000000001003,1.040000000000152,0.08999999999997899,1,-0.08880000000000118,-8.472000000000099,3.7099999999999933,0.6300000000000054,1.6999999999995907,-0.7500000000000284,1,-4.007200000000074,-13.272000000000098,-3.0940000000000105,0.9699999999996933,1.6999999999995907,0.39999999999995595,1,-4.891599999999955,9.495199999999882,0.8715999999999883,0.9100000000001884,-1.7700000000004934,-0.160000000000049,1,7.623199999999996,7.904400000000082,4.554400000000087,-0.0700000000000145,-1.1900000000002464,-0.6899999999996353,1,3.6051999999999955,-2.076399999999953,2.1767999999999965,-1.7700000000000493,0.640000000000196,-0.6800000000000139,1,3.2563999999999864,12.117199999999853,3.675200000000035,-0.8900000000000574,-1.72000000000061,-0.5199999999998539,1,7.681199999999938,3.6619999999999653,-0.5535999999999869,-1.8700000000002603,-0.700000000000145,0.1100000000000545,1,-9.633999999999931,-13.10399999999993,-2.535200000000002,1.40000000000029,1.40000000000029,0.26999999999999247
1771516835.2393835,4.035818576812744,-9.964117000000053,0.03588299999999998,0.03588299999999998,0.2849999999998687,0.28500000000000053,0.28500000000000053,0.28500000000000003,0.28500000000000003,0.28500000000000003,1.39431893825531,0.4538484215736389,0.7738145589828491,4.999991627681816,-0.0064700506854210894,-0.0064700506854210894,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,-7.132799999999968,-3.3271999999999515,-0.29120000000000673,1.7100000000001003,1.040000000000152,0.08999999999997899,1,-0.03840000000000101,-8.336000000000132,3.649999999999991,0.6299999999999987,1.6999999999995907,-0.7500000000000284,1,-3.929600000000066,-13.13600000000013,-3.062000000000014,0.9700000000001374,1.6999999999995907,0.39999999999995595,1,-4.81879999999994,9.353599999999842,0.8587999999999844,0.9100000000001884,-1.7700000000004934,-0.160000000000049,1,7.617599999999995,7.809200000000062,4.499200000000116,-0.0700000000000145,-1.1900000000002464,-0.6899999999996353,1,3.4635999999999916,-2.0251999999999373,2.1223999999999954,-1.7700000000000493,0.640000000000196,-0.6800000000000139,1,3.185199999999982,11.979599999999804,3.6336000000000466,-0.8900000000000574,-1.72000000000061,-0.5199999999998539,1,7.5315999999999175,3.6059999999999537,-0.5447999999999825,-1.8700000000002603,-0.700000000000145,0.1100000000000545,1,-9.521999999999908,-12.991999999999907,-2.5136000000000025,1.40000000000029,1.40000000000029,0.26999999999999247
1771516835.3394275,4.135862588882446,-9.932517000000074,0.06748300000000003,0.06748300000000003,0.38499999999963563,0.3849999999999964,0.3849999999999964,0.385,0.385,0.385,1.4752918481826782,0.3960295617580414,0.8600291609764099,4.999964268323854,-0.013366291271465021,-0.013366291271465021,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,-6.961799999999958,-3.2231999999999363,-0.28220000000000883,1.7100000000001003,1.040000000000152,0.08999999999997899,1,0.024599999999998932,-8.166000000000173,3.574999999999988,0.6299999999999987,1.6999999999995907,-0.7500000000000284,1,-3.832600000000052,-12.966000000000172,-3.0220000000000184,0.9700000000001374,1.6999999999995907,0.39999999999995595,1,-4.727799999999921,9.176599999999793,0.8427999999999795,0.9100000000001884,-1.7700000000004934,-0.160000000000049,1,7.610599999999994,7.690200000000037,4.430200000000153,-0.0700000000000145,-1.1900000000002464,-0.6899999999996353,1,3.2865999999999866,-1.9611999999999312,2.054399999999994,-1.7700000000000493,0.6399999999999739,-0.6800000000000139,1,3.096199999999976,11.807599999999743,3.581600000000061,-0.8900000000000574,-1.72000000000061,-0.5199999999998539,1,7.344599999999891,3.535999999999939,-0.5337999999999771,-1.8700000000002603,-0.700000000000145,0.1100000000000545,1,-9.381999999999879,-12.851999999999878,-2.4866000000000033,1.40000000000029,1.40000000000029,0.26999999999999247
1771516835.4394555,4.235890626907349,-9.890849000000093,0.10281499999999962,0.10915099999999973,0.484000000000151,0.28599999999999465,0.4839999999999983,0.484,0.28600000000000003,0.484,1.6231865882873535,0.2569560706615448,1.1050865650177002,4.999896501791251,-0.022748311757283188,-0.022748311757283188,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,-6.7907999999999475,-3.119199999999921,-0.27320000000001093,1.7100000000001003,1.040000000000152,0.08999999999997899,1,0.08759999999999907,-7.996000000000214,3.4999999999999853,0.6300000000000054,1.6999999999995907,-0.7500000000000284,1,-3.7356000000000384,-12.796000000000213,-2.982000000000023,0.9700000000001374,1.6999999999995907,0.39999999999995595,1,-4.636799999999902,8.999599999999743,0.8267999999999746,0.9100000000001884,-1.7700000000004934,-0.160000000000049,1,7.603599999999992,7.571200000000013,4.361200000000189,-0.0700000000000145,-1.1900000000002464,-0.6899999999996353,1,3.1095999999999817,-1.8971999999999338,1.9863999999999926,-1.7700000000000493,0.6399999999999739,-0.6800000000000139,1,3.0071999999999703,11.635599999999682,3.529600000000076,-0.8900000000000574,-1.72000000000061,-0.5199999999998539,1,7.157599999999865,3.4659999999999247,-0.5227999999999716,-1.8700000000002603,-0.700000000000145,0.1100000000000545,1,-9.24199999999985,-12.711999999999849,-2.459600000000004,1.40000000000029,1.40000000000029,0.26999999999999247
1771516835.5394504,4.335885524749756,-9.839215000000095,0.12818099999999905,0.16078500000000007,0.5819999999996384,0.18799999999999373,0.5819999999999991,0.582,0.18800000000000003,0.582,1.8995800018310547,-0.03591657429933548,1.3691645860671997,4.999789064216325,-0.030128432467841536,-0.03466397120745498,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,-6.6197999999999375,-3.015199999999906,-0.26420000000001304,1.7100000000001003,1.040000000000152,0.08999999999997899,1,0.15059999999999907,-7.8260000000002545,3.4249999999999825,0.6299999999999918,1.6999999999995907,-0.7500000000000284,1,-3.6386000000000247,-12.626000000000253,-2.9420000000000273,0.9700000000001374,1.6999999999995907,0.39999999999995595,1,-4.5457999999998835,8.822599999999694,0.8107999999999697,0.9100000000001884,-1.7700000000004934,-0.160000000000049,1,7.596599999999991,7.452199999999988,4.292200000000226,-0.0700000000000145,-1.1900000000002464,-0.6899999999996353,1,2.932599999999977,-1.8331999999999364,1.9183999999999912,-1.7700000000000493,0.6399999999999739,-0.6800000000000139,1,2.9181999999999646,11.463599999999621,3.4776000000000904,-0.8900000000000574,-1.72000000000061,-0.5199999999998539,1,6.970599999999839,3.39599999999991,-0.5117999999999662,-1.8700000000002603,-0.700000000000145,0.1100000000000545,1,-9.101999999999821,-12.57199999999982,-2.4326000000000048,1.40000000000029,1.40000000000029,0.26999999999999247
1771516835.6395028,4.435937881469727,-9.77761500000014,0.1435809999999988,0.2223849999999996,0.6819999999994053,0.08800000000000474,0.6819999999999881,0.6819999999999999,0.08800000000000002,0.6819999999999999,2.314885377883911,-0.12537609040737152,1.6455076932907104,4.999635540598489,-0.03511023446435299,-0.049109394420172994,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,-6.4487999999999275,-2.9111999999998908,-0.25520000000001514,1.7100000000001003,1.040000000000152,0.08999999999997899,1,0.21359999999999824,-7.6560000000002955,3.3499999999999797,0.6299999999999918,1.6999999999995907,-0.7500000000000284,1,-3.541600000000011,-12.456000000000294,-2.9020000000000317,0.9700000000001374,1.6999999999995907,0.39999999999995595,1,-4.454799999999865,8.645599999999645,0.7947999999999648,0.9100000000001884,-1.7700000000004934,-0.160000000000049,1,7.589599999999989,7.333199999999963,4.223200000000262,-0.0700000000000145,-1.1900000000002464,-0.6899999999996353,1,2.755599999999972,-1.769199999999939,1.8503999999999898,-1.7700000000000493,0.6399999999999739,-0.6800000000000139,1,2.829199999999959,11.29159999999956,3.425600000000105,-0.8900000000000574,-1.72000000000061,-0.5199999999998539,1,6.783599999999813,3.3259999999998957,-0.5007999999999607,-1.8700000000002603,-0.700000000000145,0.1100000000000545,1,-8.961999999999792,-12.43199999999979,-2.4056000000000055,1.40000000000029,1.40000000000029,0.26999999999999247
1771516835.7394598,4.535894870758057,-9.70595000000018,0.14891599999999872,0.2940499999999987,0.7809999999999206,-0.011000000000011001,0.780999999999976,0.7809999999999999,-0.010999999999999982,0.7809999999999999,2.6777524948120117,-0.08663934469223022,1.6513993740081787,4.999420447391611,-0.0376365888898912,-0.06617157531298831,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,-6.2777999999999174,-2.8071999999998756,-0.24620000000001604,1.7100000000001003,1.040000000000152,0.09000000000000674,1,0.27659999999999857,-7.486000000000336,3.274999999999977,0.6300000000000194,1.6999999999995907,-0.7500000000000284,1,-3.444599999999997,-12.286000000000335,-2.862000000000036,0.9700000000001374,1.6999999999995907,0.39999999999995595,1,-4.363799999999846,8.468599999999595,0.7787999999999599,0.9100000000001884,-1.7700000000004934,-0.160000000000049,1,7.582599999999988,7.214199999999939,4.154200000000299,-0.0700000000000145,-1.1900000000002464,-0.6899999999996353,1,2.578599999999967,-1.7051999999999417,1.7823999999999884,-1.7700000000000493,0.6399999999999739,-0.6800000000000139,1,2.740199999999953,11.1195999999995,3.3736000000001196,-0.8900000000000574,-1.72000000000061,-0.5199999999998539,1,6.596599999999787,3.255999999999881,-0.48979999999996043,-1.8700000000002603,-0.700000000000145,0.10999999999999899,1,-8.821999999999763,-12.291999999999762,-2.3786000000000063,1.40000000000029,1.40000000000029,0.26999999999999247
1771516835.8395052,4.635940313339233,-9.62426100000018,0.14560256833839239,0.3757389999999968,0.8780000000001564,-0.07082247734069291,0.8779999999999897,0.8779999999999999,-0.07082247734069824,0.8779999999999999,2.974254608154297,-0.07082247734069824,1.6369338035583496,4.99912708062181,-0.03770794209881011,-0.08547831828205116,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,-6.106799999999907,-2.7031999999998604,-0.23720000000001537,1.7100000000001003,1.040000000000152,0.09000000000000674,1,0.3396000000000005,-7.316000000000377,3.199999999999974,0.6300000000000194,1.6999999999995907,-0.7500000000000284,1,-3.3475999999999835,-12.116000000000376,-2.8220000000000405,0.9700000000001374,1.6999999999995907,0.39999999999995595,1,-4.272799999999827,8.291599999999546,0.762799999999955,0.9100000000001884,-1.7700000000004934,-0.160000000000049,1,7.575599999999986,7.095199999999914,4.085200000000335,-0.0700000000000145,-1.1900000000002464,-0.6899999999996353,1,2.401599999999962,-1.6411999999999443,1.714399999999987,-1.7700000000000493,0.6399999999999739,-0.6800000000000139,1,2.6511999999999474,10.947599999999438,3.3216000000001342,-0.8900000000000574,-1.72000000000061,-0.5199999999998539,1,6.409599999999761,3.1859999999998667,-0.47879999999996053,-1.8700000000002603,-0.700000000000145,0.10999999999999899,1,-8.681999999999734,-12.151999999999733,-2.351600000000007,1.40000000000029,1.40000000000029,0.26999999999999247
