timestamp,time_elapsed,pos_x,pos_y,pos_z,goal_x,goal_y,goal_z,cmd_vel_x,cmd_vel_y,cmd_vel_z,desired_vel_x,desired_vel_y,desired_vel_z,actual_vel_x,actual_vel_y,actual_vel_z,distance_to_goal,obstacle_main_x,obstacle_main_y,obstacle_0_x,obstacle_0_y,obstacle_1_x,obstacle_1_y,obstacle_2_x,obstacle_2_y,obstacle_3_x,obstacle_3_y,obstacle_4_x,obstacle_4_y,obstacle_5_x,obstacle_5_y,obstacle_6_x,obstacle_6_y,obstacle_7_x,obstacle_7_y,obstacle_8_x,obstacle_8_y,obstacle_9_x,obstacle_9_y
1750605685.0234783,1.5325355529785156,-5.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,6.0,10.920000000000044,1.0,10.920000000000044,-4.0,10.920000000000044,11.0,10.920000000000044,5.0,-10.920000000000044,0.0,-10.920000000000044,-5.0,-10.920000000000044,10.0,-10.920000000000044,0.0,0.0
1750605685.158244,1.6673011779785156,-5.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,6.0,10.8200000000001,1.0,10.8200000000001,-4.0,10.8200000000001,11.0,10.8200000000001,5.0,-10.8200000000001,0.0,-10.8200000000001,-5.0,-10.8200000000001,10.0,-10.8200000000001,0.0,0.0
1750605685.2699165,1.7789738178253174,-5.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,6.0,10.720000000000155,1.0,10.720000000000155,-4.0,10.720000000000155,11.0,10.720000000000155,5.0,-10.720000000000155,0.0,-10.720000000000155,-5.0,-10.720000000000155,10.0,-10.720000000000155,0.0,0.0
1750605685.3970382,1.9060955047607422,-5.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,6.0,10.62000000000021,1.0,10.62000000000021,-4.0,10.62000000000021,11.0,10.62000000000021,5.0,-10.62000000000021,0.0,-10.62000000000021,-5.0,-10.62000000000021,10.0,-10.62000000000021,0.0,0.0
1750605685.521697,2.030754327774048,-5.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,6.0,10.520000000000266,1.0,10.520000000000266,-4.0,10.520000000000266,11.0,10.520000000000266,5.0,-10.520000000000266,0.0,-10.520000000000266,-5.0,-10.520000000000266,10.0,-10.520000000000266,0.0,0.0
1750605685.647398,2.1564552783966064,-5.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,6.0,10.420000000000321,1.0,10.420000000000321,-4.0,10.420000000000321,11.0,10.420000000000321,5.0,-10.420000000000321,0.0,-10.420000000000321,-5.0,-10.420000000000321,10.0,-10.420000000000321,0.0,0.0
1750605685.7791648,2.288222074508667,-5.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,6.0,10.320000000000377,1.0,10.320000000000377,-4.0,10.320000000000377,11.0,10.320000000000377,5.0,-10.320000000000377,0.0,-10.320000000000377,-5.0,-10.320000000000377,10.0,-10.320000000000377,0.0,0.0
1750605685.9195592,2.428616523742676,-5.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,6.0,10.220000000000432,1.0,10.220000000000432,-4.0,10.220000000000432,11.0,10.220000000000432,5.0,-10.220000000000432,0.0,-10.220000000000432,-5.0,-10.220000000000432,10.0,-10.220000000000432,0.0,0.0
1750605686.0561674,2.5652246475219727,-5.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,6.0,10.120000000000488,1.0,10.120000000000488,-4.0,10.120000000000488,11.0,10.120000000000488,5.0,-10.120000000000488,0.0,-10.120000000000488,-5.0,-10.120000000000488,10.0,-10.120000000000488,0.0,0.0
1750605686.1727827,2.681839942932129,-5.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,6.0,10.020000000000543,1.0,10.020000000000543,-4.0,10.020000000000543,11.0,10.020000000000543,5.0,-10.020000000000543,0.0,-10.020000000000543,-5.0,-10.020000000000543,10.0,-10.020000000000543,0.0,0.0
