timestamp,time_elapsed,pos_x,pos_y,pos_z,goal_x,goal_y,goal_z,cmd_vel_x,cmd_vel_y,cmd_vel_z,desired_vel_x,desired_vel_y,desired_vel_z,actual_vel_x,actual_vel_y,actual_vel_z,distance_to_goal,obstacle_main_x,obstacle_main_y,obstacle_main_z,obstacle_0_x,obstacle_0_y,obstacle_0_z,obstacle_1_x,obstacle_1_y,obstacle_1_z,obstacle_2_x,obstacle_2_y,obstacle_2_z,obstacle_3_x,obstacle_3_y,obstacle_3_z,obstacle_4_x,obstacle_4_y,obstacle_4_z,obstacle_5_x,obstacle_5_y,obstacle_5_z,obstacle_6_x,obstacle_6_y,obstacle_6_z,obstacle_7_x,obstacle_7_y,obstacle_7_z,obstacle_8_x,obstacle_8_y,obstacle_8_z,obstacle_9_x,obstacle_9_y,obstacle_9_z
1750612330.2478282,2.0686583518981934,-5.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,inf,nan,nan,nan,nan,nan,nan,5.0,-5.0,0.5,5.0,-3.3,0.5,5.0,-1.6,0.5,5.0,0.0,0.5,5.0,1.6,0.5,5.0,3.3,0.5,5.0,5.0,0.5,nan,nan,nan,nan,nan,nan
1750612330.3515465,2.1723766326904297,-5.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,inf,nan,nan,nan,nan,nan,nan,5.0,-5.0,0.5,5.0,-3.3,0.5,5.0,-1.6,0.5,5.0,0.0,0.5,5.0,1.6,0.5,5.0,3.3,0.5,5.0,5.0,0.5,nan,nan,nan,nan,nan,nan
1750612330.4539623,2.274792432785034,-5.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,inf,nan,nan,nan,nan,nan,nan,5.0,-5.0,0.5,5.0,-3.3,0.5,5.0,-1.6,0.5,5.0,0.0,0.5,5.0,1.6,0.5,5.0,3.3,0.5,5.0,5.0,0.5,nan,nan,nan,nan,nan,nan
1750612330.5573559,2.378185987472534,-5.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,inf,nan,nan,nan,nan,nan,nan,5.0,-5.0,0.5,5.0,-3.3,0.5,5.0,-1.6,0.5,5.0,0.0,0.5,5.0,1.6,0.5,5.0,3.3,0.5,5.0,5.0,0.5,nan,nan,nan,nan,nan,nan
1750612330.6615064,2.4823365211486816,-5.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,inf,nan,nan,nan,nan,nan,nan,5.0,-5.0,0.5,5.0,-3.3,0.5,5.0,-1.6,0.5,5.0,0.0,0.5,5.0,1.6,0.5,5.0,3.3,0.5,5.0,5.0,0.5,nan,nan,nan,nan,nan,nan
1750612330.7642407,2.585070848464966,-5.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,inf,nan,nan,nan,nan,nan,nan,5.0,-5.0,0.5,5.0,-3.3,0.5,5.0,-1.6,0.5,5.0,0.0,0.5,5.0,1.6,0.5,5.0,3.3,0.5,5.0,5.0,0.5,nan,nan,nan,nan,nan,nan
1750612330.8671181,2.687948226928711,-5.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,inf,nan,nan,nan,nan,nan,nan,5.0,-5.0,0.5,5.0,-3.3,0.5,5.0,-1.6,0.5,5.0,0.0,0.5,5.0,1.6,0.5,5.0,3.3,0.5,5.0,5.0,0.5,nan,nan,nan,nan,nan,nan
1750612330.9688282,2.789658308029175,-5.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,inf,nan,nan,nan,nan,nan,nan,5.0,-5.0,0.5,5.0,-3.3,0.5,5.0,-1.6,0.5,5.0,0.0,0.5,5.0,1.6,0.5,5.0,3.3,0.5,5.0,5.0,0.5,nan,nan,nan,nan,nan,nan
1750612331.0729458,2.8937759399414062,-5.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,inf,nan,nan,nan,nan,nan,nan,5.0,-5.0,0.5,5.0,-3.3,0.5,5.0,-1.6,0.5,5.0,0.0,0.5,5.0,1.6,0.5,5.0,3.3,0.5,5.0,5.0,0.5,nan,nan,nan,nan,nan,nan
1750612331.1779382,2.9987683296203613,-5.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,inf,nan,nan,nan,nan,nan,nan,5.0,-5.0,0.5,5.0,-3.3,0.5,5.0,-1.6,0.5,5.0,0.0,0.5,5.0,1.6,0.5,5.0,3.3,0.5,5.0,5.0,0.5,nan,nan,nan,nan,nan,nan
