timestamp,time_elapsed,pos_x,pos_y,pos_z,goal_x,goal_y,goal_z,cmd_vel_x,cmd_vel_y,cmd_vel_z,desired_vel_x,desired_vel_y,desired_vel_z,actual_vel_x,actual_vel_y,actual_vel_z,distance_to_goal,obstacle_main_x,obstacle_main_y,obstacle_main_z,obstacle_0_x,obstacle_0_y,obstacle_0_z,obstacle_1_x,obstacle_1_y,obstacle_1_z,obstacle_2_x,obstacle_2_y,obstacle_2_z,obstacle_3_x,obstacle_3_y,obstacle_3_z,obstacle_4_x,obstacle_4_y,obstacle_4_z,obstacle_5_x,obstacle_5_y,obstacle_5_z,obstacle_6_x,obstacle_6_y,obstacle_6_z,obstacle_7_x,obstacle_7_y,obstacle_7_z,obstacle_8_x,obstacle_8_y,obstacle_8_z,obstacle_9_x,obstacle_9_y,obstacle_9_z
1750613036.950203,2.0915629863739014,-5.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,inf,nan,nan,nan,nan,nan,nan,0.0,-6.0,0.5,2.0,-4.0,0.5,4.0,-2.0,0.5,6.0,0.0,0.5,4.0,2.0,0.5,2.0,4.0,0.5,0.0,6.0,0.5,nan,nan,nan,nan,nan,nan
1750613037.0575147,2.1988747119903564,-5.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,inf,nan,nan,nan,nan,nan,nan,0.0,-6.0,0.5,2.0,-4.0,0.5,4.0,-2.0,0.5,6.0,0.0,0.5,4.0,2.0,0.5,2.0,4.0,0.5,0.0,6.0,0.5,nan,nan,nan,nan,nan,nan
1750613037.161687,2.303046941757202,-5.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,inf,nan,nan,nan,nan,nan,nan,0.0,-6.0,0.5,2.0,-4.0,0.5,4.0,-2.0,0.5,6.0,0.0,0.5,4.0,2.0,0.5,2.0,4.0,0.5,0.0,6.0,0.5,nan,nan,nan,nan,nan,nan
1750613037.2649565,2.4063165187835693,-5.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,inf,nan,nan,nan,nan,nan,nan,0.0,-6.0,0.5,2.0,-4.0,0.5,4.0,-2.0,0.5,6.0,0.0,0.5,4.0,2.0,0.5,2.0,4.0,0.5,0.0,6.0,0.5,nan,nan,nan,nan,nan,nan
1750613037.3686311,2.50999116897583,-5.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,inf,nan,nan,nan,nan,nan,nan,0.0,-6.0,0.5,2.0,-4.0,0.5,4.0,-2.0,0.5,6.0,0.0,0.5,4.0,2.0,0.5,2.0,4.0,0.5,0.0,6.0,0.5,nan,nan,nan,nan,nan,nan
1750613037.472291,2.6136510372161865,-5.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,inf,nan,nan,nan,nan,nan,nan,0.0,-6.0,0.5,2.0,-4.0,0.5,4.0,-2.0,0.5,6.0,0.0,0.5,4.0,2.0,0.5,2.0,4.0,0.5,0.0,6.0,0.5,nan,nan,nan,nan,nan,nan
1750613037.575032,2.7163920402526855,-5.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,inf,nan,nan,nan,nan,nan,nan,0.0,-6.0,0.5,2.0,-4.0,0.5,4.0,-2.0,0.5,6.0,0.0,0.5,4.0,2.0,0.5,2.0,4.0,0.5,0.0,6.0,0.5,nan,nan,nan,nan,nan,nan
1750613037.6812453,2.8226053714752197,-5.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,inf,nan,nan,nan,nan,nan,nan,0.0,-6.0,0.5,2.0,-4.0,0.5,4.0,-2.0,0.5,6.0,0.0,0.5,4.0,2.0,0.5,2.0,4.0,0.5,0.0,6.0,0.5,nan,nan,nan,nan,nan,nan
1750613037.7843845,2.9257445335388184,-5.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,inf,nan,nan,nan,nan,nan,nan,0.0,-6.0,0.5,2.0,-4.0,0.5,4.0,-2.0,0.5,6.0,0.0,0.5,4.0,2.0,0.5,2.0,4.0,0.5,0.0,6.0,0.5,nan,nan,nan,nan,nan,nan
1750613037.8879023,3.0292623043060303,-5.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,inf,nan,nan,nan,nan,nan,nan,0.0,-6.0,0.5,2.0,-4.0,0.5,4.0,-2.0,0.5,6.0,0.0,0.5,4.0,2.0,0.5,2.0,4.0,0.5,0.0,6.0,0.5,nan,nan,nan,nan,nan,nan
1750613037.9913557,3.1327157020568848,-5.0,0.0,0.0,10.0,0.0,0.0,0.4770706394509224,-0.06749815991753624,-0.10134990128295265,1.0,0.0,0.0,0.0,0.0,0.0,inf,nan,nan,nan,nan,nan,nan,0.0,-6.0,0.5,2.0,-4.0,0.5,4.0,-2.0,0.5,6.0,0.0,0.5,4.0,2.0,0.5,2.0,4.0,0.5,0.0,6.0,0.5,nan,nan,nan,nan,nan,nan
1750613038.095153,3.236513137817383,-4.9618343488439365,-0.005399852793402892,-0.008107992102636206,10.0,0.0,0.0,0.7040373833580711,0.0025160463859850227,-0.2258856024574345,1.0,0.0,0.0,0.477070639450794,-0.06749815991753584,-0.10134990128295276,inf,nan,nan,nan,nan,nan,nan,0.0,-6.0,0.5,2.0,-4.0,0.5,4.0,-2.0,0.5,6.0,0.0,0.5,4.0,2.0,0.5,2.0,4.0,0.5,0.0,6.0,0.5,nan,nan,nan,nan,nan,nan
1750613038.1979067,3.339266777038574,-4.8955160118984296,-0.006408503868267799,-0.028454909727238936,10.0,0.0,0.0,0.8217807655745024,-0.07383629138516667,-0.21831173474866447,0.9999997113756,0.00041215683139314503,0.0006382597144449038,0.7040373833584468,0.0025160463859846133,-0.22588560245743322,inf,nan,nan,nan,nan,nan,nan,0.0,-6.0,0.5,2.0,-4.0,0.5,4.0,-2.0,0.5,6.0,0.0,0.5,4.0,2.0,0.5,2.0,4.0,0.5,0.0,6.0,0.5,nan,nan,nan,nan,nan,nan
1750613038.301,3.4423601627349854,-4.814633112545387,-0.012952257291301807,-0.05036939574690175,10.0,0.0,0.0,0.8893939989047497,-0.07292529522070654,0.02436232402877221,0.9999977746737846,0.00045183627401436366,0.0020607016912678948,0.8217807655741538,-0.07383629138516672,-0.21831173474866356,inf,nan,nan,nan,nan,nan,nan,0.0,-6.0,0.5,2.0,-4.0,0.5,4.0,-2.0,0.5,6.0,0.0,0.5,4.0,2.0,0.5,2.0,4.0,0.5,0.0,6.0,0.5,nan,nan,nan,nan,nan,nan
1750613038.403615,3.5449750423431396,-4.7261670052882465,-0.020251163786523724,-0.04963188175546687,10.0,0.0,0.0,0.9255499482062697,-0.017723186065045634,-0.08179945844200934,0.9999937042237409,0.0009092625953690935,0.003429978777484593,0.8893939989045307,-0.072925295220707,0.02436232402876909,inf,nan,nan,nan,nan,nan,nan,0.0,-6.0,0.5,2.0,-4.0,0.5,4.0,-2.0,0.5,6.0,0.0,0.5,4.0,2.0,0.5,2.0,4.0,0.5,0.0,6.0,0.5,nan,nan,nan,nan,nan,nan
1750613038.5095127,3.6508727073669434,-4.6338289461633995,-0.022354695047962295,-0.05717485690484292,10.0,0.0,0.0,0.9443236346206724,0.03924011142132128,-0.15396804166981298,0.9999912008746304,0.0015275905184103389,0.003906998915078792,0.9255499482065943,-0.017723186065046054,-0.08179945844200702,inf,nan,nan,nan,nan,nan,nan,0.0,-6.0,0.5,2.0,-4.0,0.5,4.0,-2.0,0.5,6.0,0.0,0.5,4.0,2.0,0.5,2.0,4.0,0.5,0.0,6.0,0.5,nan,nan,nan,nan,nan,nan
1750613038.6119227,3.7532827854156494,-4.539548536934431,-0.018784951279963435,-0.07231755932618122,10.0,0.0,0.0,0.9438824491683979,0.06459986286070271,-0.23477977171472067,0.9999870186587277,0.00130382513958153,0.004925703405071463,0.9441471604398899,0.049384011997074394,-0.18629273368777616,inf,nan,nan,nan,nan,nan,nan,0.0,-6.0,0.5,2.0,-4.0,0.5,4.0,-2.0,0.5,6.0,0.0,0.5,4.0,2.0,0.5,2.0,4.0,0.5,0.0,6.0,0.5,nan,nan,nan,nan,nan,nan
1750613038.715507,3.8568670749664307,-4.445095090135551,-0.012781141028120425,-0.09563621108196152,10.0,0.0,0.0,0.9547494295099586,-0.011429476177169044,-0.20822553576603736,0.9999784159663765,0.000904625309013221,0.00650763047711161,0.9504026373731378,0.018982259437979813,-0.21884723014551083,inf,nan,nan,nan,nan,nan,nan,0.0,-6.0,0.5,2.0,-4.0,0.5,4.0,-2.0,0.5,6.0,0.0,0.5,4.0,2.0,0.5,2.0,4.0,0.5,0.0,6.0,0.5,nan,nan,nan,nan,nan,nan
1750613038.8217657,3.963125705718994,-4.349542662077816,-0.013194323627768878,-0.11658200867128908,10.0,0.0,0.0,0.9607098223383018,0.044706294443481745,-0.21770584443711993,0.9999681688079032,0.0009413488962877915,0.007923082305780533,0.9607098223378685,0.04470629444348201,-0.21770584443711605,inf,nan,nan,nan,nan,nan,nan,0.0,-6.0,0.5,2.0,-4.0,0.5,4.0,-2.0,0.5,6.0,0.0,0.5,4.0,2.0,0.5,2.0,4.0,0.5,0.0,6.0,0.5,nan,nan,nan,nan,nan,nan
1750613038.92363,4.064990043640137,-4.253402220355788,-0.008811174993262645,-0.1383796518922945,10.0,0.0,0.0,0.9656712143549022,0.03845766516905635,-0.21963861424381817,0.9999551378899925,0.0006632378105699244,0.009448932374243917,0.9656712143550905,0.03845766516905568,-0.2196386142438167,inf,nan,nan,nan,nan,nan,nan,0.0,-6.0,0.5,2.0,-4.0,0.5,4.0,-2.0,0.5,6.0,0.0,0.5,4.0,2.0,0.5,2.0,4.0,0.5,0.0,6.0,0.5,nan,nan,nan,nan,nan,nan
1750613039.0271943,4.168554306030273,-4.156835098920279,-0.004965408476357013,-0.16034351331667618,10.0,0.0,0.0,0.9656712143549022,0.03845766516905635,-0.21963861424381817,0.9999392442698468,0.0004019398427717401,0.011015725732352108,0.9656712143550905,0.038457665169056535,-0.2196386142438167,inf,nan,nan,nan,nan,nan,nan,0.0,-6.0,0.5,2.0,-4.0,0.5,4.0,-2.0,0.5,6.0,0.0,0.5,4.0,2.0,0.5,2.0,4.0,0.5,0.0,6.0,0.5,nan,nan,nan,nan,nan,nan
